section_id,family,depth_m,flange_width_m,web_thickness_m,flange_thickness_m,weight_kg_m,wall_thickness_m,lip_m,source_note
C6X8.2,C,0.1524,0.048768,0.00508,0.008712,12.2029,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C7X12.25,C,0.1778,0.055626,0.007976,0.009296,18.23,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C7X14.75,C,0.1778,0.05842,0.010643,0.009296,21.9504,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C7X9.8,C,0.1778,0.053086,0.005334,0.009296,14.584,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C8X11.5,C,0.2032,0.057404,0.005588,0.009906,17.1139,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C8X13.75,C,0.2032,0.059436,0.007696,0.009906,20.4623,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C8X18.75,C,0.2032,0.064262,0.01237,0.009906,27.9031,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C9X13.4,C,0.2286,0.061722,0.005918,0.01049,19.9414,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C9X15,C,0.2286,0.063246,0.007239,0.01049,22.3225,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
C9X20,C,0.2286,0.06731,0.011379,0.01049,29.7633,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP10X42,HP,0.24638,0.25654,0.010541,0.010668,62.5029,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP10X57,HP,0.253746,0.25908,0.014351,0.014351,84.8253,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP12X53,HP,0.29972,0.3048,0.011049,0.011049,78.8727,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP12X63,HP,0.30226,0.30734,0.013081,0.013081,93.7543,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP12X74,HP,0.30734,0.30988,0.015367,0.015494,110.1241,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP12X84,HP,0.31242,0.31242,0.017399,0.017399,125.0058,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP12X89,HP,0.31496,0.31242,0.018288,0.018288,132.4466,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP14X102,HP,0.3556,0.37592,0.017907,0.017907,151.7927,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP14X117,HP,0.36068,0.37846,0.020447,0.020447,174.1152,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP14X73,HP,0.34544,0.37084,0.012827,0.012827,108.636,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP14X89,HP,0.35052,0.37338,0.015621,0.015621,132.4466,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP16X101,HP,0.3937,0.40132,0.015875,0.015875,150.3046,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP16X121,HP,0.40132,0.40386,0.01905,0.01905,180.0678,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP16X141,HP,0.4064,0.4064,0.022225,0.022225,209.8311,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP16X162,HP,0.41402,0.40894,0.0254,0.0254,241.0826,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP16X183,HP,0.4191,0.41402,0.028702,0.028702,272.334,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP16X88,HP,0.38862,0.39878,0.013716,0.013716,130.9584,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP18X135,HP,0.4445,0.45212,0.01905,0.01905,200.9021,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP18X157,HP,0.44958,0.45466,0.022098,0.022098,233.6417,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP18X181,HP,0.4572,0.4572,0.0254,0.0254,269.3577,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP18X204,HP,0.46482,0.45974,0.028702,0.028702,303.5854,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HP8X36,HP,0.203708,0.207264,0.011303,0.011303,53.5739,0.0,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS1.1.2X1.1.2X1.4,HSS,0.0381,0.0381,0.005918,0.005918,5.5211,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS1.1.2X1.1.2X1.8,HSS,0.0381,0.0381,0.002946,0.002946,3.274,0.002946,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS1.1.2X1.1.2X3.16,HSS,0.0381,0.0381,0.00442,0.00442,4.524,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X1.2,HSS,0.254,0.254,0.011811,0.011811,92.9507,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X1.4,HSS,0.254,0.254,0.005918,0.005918,48.5588,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X3.16,HSS,0.254,0.254,0.00442,0.00442,36.8023,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X3.4,HSS,0.254,0.254,0.017729,0.017729,133.1907,0.017729,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X3.8,HSS,0.254,0.254,0.008865,0.008865,71.2831,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X5.16,HSS,0.254,0.254,0.007391,0.007391,60.0474,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X10X5.8,HSS,0.254,0.254,0.014757,0.014757,113.5916,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X2X1.4,HSS,0.254,0.0508,0.005918,0.005918,28.3049,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X2X1.8,HSS,0.254,0.0508,0.002946,0.002946,14.6733,0.002946,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X2X3.16,HSS,0.254,0.0508,0.00442,0.00442,21.623,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X2X3.8,HSS,0.254,0.0508,0.008865,0.008865,40.8947,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X2X5.16,HSS,0.254,0.0508,0.007391,0.007391,34.7337,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3.1.2X1.4,HSS,0.254,0.0889,0.005918,0.005918,32.0997,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3.1.2X3.16,HSS,0.254,0.0889,0.00442,0.00442,24.4654,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3.1.2X3.8,HSS,0.254,0.0889,0.008865,0.008865,46.5944,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3.1.2X5.16,HSS,0.254,0.0889,0.007391,0.007391,39.481,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3X1.4,HSS,0.254,0.0762,0.005918,0.005918,30.8348,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3X1.8,HSS,0.254,0.0762,0.002946,0.002946,15.9382,0.002946,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3X3.16,HSS,0.254,0.0762,0.00442,0.00442,23.513,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3X3.8,HSS,0.254,0.0762,0.008865,0.008865,44.6896,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X3X5.16,HSS,0.254,0.0762,0.007391,0.007391,37.8887,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X1.2,HSS,0.254,0.1016,0.011811,0.011811,62.5773,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X1.4,HSS,0.254,0.1016,0.005918,0.005918,33.3646,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X1.8,HSS,0.254,0.1016,0.002946,0.002946,17.2032,0.002946,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X3.16,HSS,0.254,0.1016,0.00442,0.00442,25.4178,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X3.8,HSS,0.254,0.1016,0.008865,0.008865,48.4844,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X5.16,HSS,0.254,0.1016,0.007391,0.007391,41.0584,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X4X5.8,HSS,0.254,0.1016,0.014757,0.014757,75.6136,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X5X1.4,HSS,0.254,0.127,0.005918,0.005918,35.8945,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X5X3.8,HSS,0.254,0.127,0.008865,0.008865,52.2792,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X5X5.16,HSS,0.254,0.127,0.007391,0.007391,44.2282,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X6X1.2,HSS,0.254,0.1524,0.011811,0.011811,72.6968,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X6X1.4,HSS,0.254,0.1524,0.005918,0.005918,38.4244,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X6X3.16,HSS,0.254,0.1524,0.00442,0.00442,29.2127,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X6X3.8,HSS,0.254,0.1524,0.008865,0.008865,56.0889,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X6X5.16,HSS,0.254,0.1524,0.007391,0.007391,47.3831,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X6X5.8,HSS,0.254,0.1524,0.014757,0.014757,88.2779,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X8X1.2,HSS,0.254,0.2032,0.011811,0.011811,82.8312,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X8X1.4,HSS,0.254,0.2032,0.005918,0.005918,43.499,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X8X3.16,HSS,0.254,0.2032,0.00442,0.00442,33.0075,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X8X3.8,HSS,0.254,0.2032,0.008865,0.008865,63.6785,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X8X5.16,HSS,0.254,0.2032,0.007391,0.007391,53.7227,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS10X8X5.8,HSS,0.254,0.2032,0.014757,0.014757,100.9273,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X10X1.2,HSS,0.3048,0.254,0.011811,0.011811,103.0851,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X10X1.4,HSS,0.3048,0.254,0.005918,0.005918,53.6185,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X10X3.16,HSS,0.3048,0.254,0.00442,0.00442,40.612,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X10X3.8,HSS,0.3048,0.254,0.008865,0.008865,78.8727,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X10X5.16,HSS,0.3048,0.254,0.007391,0.007391,66.3721,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X10X5.8,HSS,0.3048,0.254,0.014757,0.014757,126.2558,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X1,HSS,0.3048,0.3048,0.023622,0.023622,209.7716,0.023622,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X1.2,HSS,0.3048,0.3048,0.011811,0.011811,113.2046,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X1.4,HSS,0.3048,0.3048,0.005918,0.005918,58.6783,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X3.16,HSS,0.3048,0.3048,0.00442,0.00442,44.4068,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X3.4,HSS,0.3048,0.3048,0.017729,0.017729,163.5641,0.017729,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X3.8,HSS,0.3048,0.3048,0.008865,0.008865,86.4623,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X5.16,HSS,0.3048,0.3048,0.007391,0.007391,72.7117,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X5.8,HSS,0.3048,0.3048,0.014757,0.014757,138.9052,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X12X7.8,HSS,0.3048,0.3048,0.020676,0.020676,187.1961,0.020676,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X2X1.4,HSS,0.3048,0.0508,0.005918,0.005918,33.3646,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X2X3.16,HSS,0.3048,0.0508,0.00442,0.00442,25.4178,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X2X5.16,HSS,0.3048,0.0508,0.007391,0.007391,41.0584,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X3X1.4,HSS,0.3048,0.0762,0.005918,0.005918,35.8945,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X3X3.16,HSS,0.3048,0.0762,0.00442,0.00442,27.3078,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X3X5.16,HSS,0.3048,0.0762,0.007391,0.007391,44.2282,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X4X1.2,HSS,0.3048,0.1016,0.011811,0.011811,72.6968,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X4X1.4,HSS,0.3048,0.1016,0.005918,0.005918,38.4244,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X4X3.16,HSS,0.3048,0.1016,0.00442,0.00442,29.2127,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X4X3.8,HSS,0.3048,0.1016,0.008865,0.008865,56.0889,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X4X5.16,HSS,0.3048,0.1016,0.007391,0.007391,47.3831,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X4X5.8,HSS,0.3048,0.1016,0.014757,0.014757,88.2779,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X6X1.2,HSS,0.3048,0.1524,0.011811,0.011811,82.8312,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X6X1.4,HSS,0.3048,0.1524,0.005918,0.005918,43.499,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X6X3.16,HSS,0.3048,0.1524,0.00442,0.00442,33.0075,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X6X3.8,HSS,0.3048,0.1524,0.008865,0.008865,63.6785,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X6X5.16,HSS,0.3048,0.1524,0.007391,0.007391,53.7227,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X6X5.8,HSS,0.3048,0.1524,0.014757,0.014757,100.9273,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X8X1.2,HSS,0.3048,0.2032,0.011811,0.011811,92.9507,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X8X1.4,HSS,0.3048,0.2032,0.005918,0.005918,48.5588,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X8X3.16,HSS,0.3048,0.2032,0.00442,0.00442,36.8023,0.00442,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X8X3.8,HSS,0.3048,0.2032,0.008865,0.008865,71.2831,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X8X5.16,HSS,0.3048,0.2032,0.007391,0.007391,60.0474,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS12X8X5.8,HSS,0.3048,0.2032,0.014757,0.014757,113.5916,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X1.2,HSS,0.3556,0.254,0.011811,0.011811,113.2046,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X1.4,HSS,0.3556,0.254,0.005918,0.005918,58.6783,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X3.4,HSS,0.3556,0.254,0.017729,0.017729,163.5641,0.017729,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X3.8,HSS,0.3556,0.254,0.008865,0.008865,86.4623,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X5.16,HSS,0.3556,0.254,0.007391,0.007391,72.7117,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X5.8,HSS,0.3556,0.254,0.014757,0.014757,138.9052,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X10X7.8,HSS,0.3556,0.254,0.020676,0.020676,187.1961,0.020676,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X12X1.2,HSS,0.3556,0.3048,0.011811,0.011811,123.339,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X12X1.4,HSS,0.3556,0.3048,0.005918,0.005918,63.7529,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X12X3.8,HSS,0.3556,0.3048,0.008865,0.008865,94.0668,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X12X5.16,HSS,0.3556,0.3048,0.007391,0.007391,79.0364,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X12X5.8,HSS,0.3556,0.3048,0.014757,0.014757,151.5695,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X1,HSS,0.3556,0.3556,0.023622,0.023622,250.2794,0.023622,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X1.2,HSS,0.3556,0.3556,0.011811,0.011811,133.4585,0.011811,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X1.4,HSS,0.3556,0.3556,0.005918,0.005918,68.8127,0.005918,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X3.4,HSS,0.3556,0.3556,0.017729,0.017729,193.9524,0.017729,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X3.8,HSS,0.3556,0.3556,0.008865,0.008865,101.6565,0.008865,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X5.16,HSS,0.3556,0.3556,0.007391,0.007391,85.3611,0.007391,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X5.8,HSS,0.3556,0.3556,0.014757,0.014757,164.2338,0.014757,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
HSS14X14X7.8,HSS,0.3556,0.3556,0.020676,0.020676,222.6442,0.020676,0.0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
